label	text
neutral	"die Lauscher verstecken sich hinter die Rand die Erdenscheibe , mögen sie Eselsohr wachsen ."
neutral	Diabetes Tagebuch : Blutzucker richtig ... %Link diabetes dblogs
neutral	"Blaualge - Alarm ! wer grünlich - blau Schimmer auf Gewässer entdecken , lassen sein Hund gut nicht darin ..."
negative	"Umm , Zullyann hates me . in gunna die now ."
negative	Merkel und Energiewende passen leider nicht zusammen tvduell
positive	geil blond ... jung und knackig zeigen du : Saarbrücken | alle ! 320 Bild von mein sexy Körper warten ...
neutral	Programmstart : E wie einfach Mobilfunk › Affiliate Marketing - %Link E wie einfach sein mit eine eine ...
neutral	Gesundheit : Fingerfarbe enthalten gefährlich Inhaltsstoff %Link gesund hausmittel
positive	an mit rein dürfen %PosSmiley bzw ... eigentlich pennen er ja in Sessel als ich in Bad schleichen %PosSmiley %PosSmiley na ja .. nun sein ich wieder wach %PosSmiley
neutral	"Habe hungern ! Och kommen ! haben irgendwie Bock auf BF3 , Lust ?"
positive	weiter gehen ' s mit Outlast . werden langsam sehr gut Freund .
neutral	"was ? "" Christian Lindner zu Nsa - Affäre : die Staat müssen die Datenmarkt stark regulieren """
negative	hoffnungslos verlegen .
positive	gemeinsam erfolgreich ! btw13 cdu merkelintrier
positive	"er|es ging‘s gut , er w ar zufrieden , doch er w ollte keine Berliner sein"
neutral	Klaus Eck : erfolgreich Online Reputation Management : %Link via %User
neutral	Touch - Computer TC55 : Motorola Solutions präsentieren Business - Smartphone fürs grob TC55 Smartphone
neutral	"Liebe : sich "" verlieben "" ... eine Missverständnis ?!"
negative	garantieren nicht ..
negative	sn solinetz up2sn Klimawandel : Ozeanversauerung verstärkt global Erwärmung
positive	Ik ga douchen tot straks lieve schatten . ❤
neutral	Österreich : umfangreich Frequenzversteigerung abgeschlossen
neutral	"Aufgabe "" % s Freund "" abschließen %Link Android AndroidGames gameinsight"
neutral	heute ca. @card@ Interview mit %User zu Thema Überwachung und die Veranstaltung Freiheit statt Angst bei Radio Blau ...
neutral	heute haben wir auch @card@ gerade . extrem heiß . neu Garten ? Sounds good !
neutral	MaxFleischer cartoons
neutral	"Never change a running system ! ( für ich funzt es , werden aber gerne eine Kleinigkeit anpassen .. %PosSmiley"
neutral	@card@ stark Polizeiaufgebot riegeln die unübersichtlich Gegend ab . MaHe
neutral	gratis Web Cam Sex : die Pussies die Blondines wollen dies geil Riesenschwanz
neutral	schwer Leichtigkeit
negative	häßlich Wahrheit .
positive	die 800 Kalorie und 40 gramm Eiweiß gut Nacht Snack sein auch unten %PosSmiley
positive	"Sarah Ha : aber wenigstens sein Nase is hübsch , eine ? | D"
negative	ohh %NegSmiley sehr teuer ...
neutral	wenn Held Rechnung schreiben . die %User berichten heute in Billomat - Magazin von ihr Arbeit : ...
neutral	Angebot : Carrera Jeans kurz Trägerhose Cogoleto wissen - sportlich kurz Trägerhose die legendär Kult - Team ...
positive	Ground <UNKNOWN> müssen auch cool sein
neutral	"L Spohr : Beruhigung ( du arm Herz ) %Link Peter Schreier , Tenor ; Konrad Ragossnig , guitar . ✎ %Link :// t. co / FGF1KbHt2B"
neutral	ich gehen jetzt in die Wald ich eine Ast lachen .
positive	"Stiegl , ganz klar %PosSmiley aber ich mögen auch viele andere : die weiß , Trumer Pils , ups - laut Salzburger . Naja , Hirter zb auch ."
neutral	"Neue zu Bombe in DD - Johannstadt : ab Nachmittag Evakuierung in Umkreis von 400 Meter , ab 14 Uhr Strassensperrung : ..."
negative	schade %NegSmiley * echt schlüsseln reich *
positive	"Nachti Nachti , schlafen schön 💗"
negative	mein Cousin gerade mal 1 Jahr kommen ich entgegen laufen als ich in die Türe kommen sein und weinen als ich wieder gehen sein . oh nein . %NegSmiley
negative	Wow ! welche Luxus ... heute erst 13 Stunde|Stunden durch arbeiten ... %PosSmiley
positive	wahr Wort ! : %NegSmiley
positive	Bless him Charles swagfag hypejks bareindie crease natural selfie
negative	"dies "" Grind on me "" - Vines sein nicht geil . Fakt"
positive	"Punkrock de la Flöte de blocken ! klingen doch gut , oder nicht ? %PosSmiley"
neutral	Pol - RE : Recklinghausen : Täter berauben 14- Jährige
neutral	"Lustlager die Zweite , bitte ! - hoch spannend , hoch kulinarisch , hoch barock"
neutral	%Link natürlich bekommen ich so eine Gegenstand auf Steam &gt; &lt;
neutral	Rizzoli &amp; Isles : TNT halten nach Tod von Lee Thompson Young Dreharbeit an
neutral	einfach Spiel für die Junge es ? - Catch the Millionaire : alle Hemmung über Bord
positive	Op verschieben . danke lieb Gott . ; ;
negative	"ich wissen gar nicht , was heute eigentlich so lustig sein ."
positive	Chikahan @card@ w / Oliver Lance nung 28. Kdie %PosSmiley Namiss ko lang . %PosSmiley
neutral	Very British heißen nicht zwangsläufig ganz gut . aber ganz gut und very British sein eine toll Kombi .
neutral	"Heidelberg : IT - Support Specialist ( m / w ) ( @card@ . @card@ ): qualifiziert Unterstützung bei technisch Problem , i ..."
neutral	Parkplatz freihalten erlauben ? %Link StVO Rechtsfrage
neutral	Pol - ROW : + + nicht um tot Reh kümmern + +
neutral	ich sammeln @card@ $ ein ! können du die gut ? %Link ipad ipadgames gameinsight
neutral	Achtung !
neutral	Merkel schließen groß Koalition nicht aus . mit eine Schlag machen sie die Wahlkampf die SPD kaputt .
neutral	Google Hot Trend Kristen Stewart - Kristen Stewart Secures Large Donation for Hurricane ... %Link TeamFollowBack GCNews
neutral	"Deep Down neu Info Häppchen zu Setting , Waffe und Gegner : Deep Down für PS4 verfügen zwar über eine mittelalt ..."
neutral	Bild bekommen per SMS Information geleakt : exklusiv ! SPD - Mitglied machen die : Skandal ! Türlich .
neutral	er können es nicht lassen - Xavier Naidoo doch wieder mit Musik - Show in TV ! : Xavier Naidoo können einfach nicht au ...
negative	"jede Morgen die Gejammer , dass die braun Biozucker klumpen . jede Morgen dies Entklumpungsaktion . Alte ! hauen du doch eine Klumpen rein !"
neutral	RT FB katholisch Kirche schreiben Missbrauchsstudie neu aus : Anfang @card@ haben die katholisch K ... %Link %User
neutral	Norma Mainzer Landstrasse172 Penny Erdnuss Fl @card@ B Erdnuss Black P @card@ B Summe EUR @card@ EUR Bar EUR Rückgeld bar EUR @card@
neutral	"Fußball Treueschwur von BVB - Boss Watzke : "" werden niemals Jürgen kloppen entlassen . niemals . nie "" : Jürgen kloppen ..."
neutral	Viva einschalten
neutral	total . sein nur halt komplett besaufen - nach eine Runde . ( 60 Minute )
neutral	OneDirection schaffen was DoctorWho nicht schaffen : Premiere in London !
neutral	Soothing Region Kitchen %Link Classic Kitchen Ideas country kitchen design
neutral	"Panorama ▪ nach Erdbeben nahe Fukushima : Japan rüstet sich gegen Taifun "" Francisco "" : eine stark Erdbeben haben ..."
neutral	"Klassiker RT "" stellen du vor , du sterben heute Nacht . was machen du ? Beerdigungsrede - Tool als Blockadelöser "" Sinnfrage ksk2013 """
neutral	Urin - die vergessen Superdünger ?
neutral	gwm2 s21 Dr Deimel stellen Frage an Herr Wolff zu konkret Messwert bei Berger Quelle .
negative	bucks dilemma
neutral	"<UNKNOWN> Web nach Altersklasse : Note eins für die Erwachsene ! neu Datum aus die Pew Research Center zeigen , d ..."
positive	und weilen es so schön sein gleich nochmals %PosSmileylive %User concert Zurich Switzerland : %Link greentour letzigrund
neutral	TuPaFun mit Faktum bzw. unnütz Wissen für ihr @card@ %Link über %User
positive	"Gut , dann brechen wir unser Rercherche ab . %PosSmiley"
positive	" gut Tag , verehrt Fahrschein ... äh ... Fahrgast .  ( Piotr Schuff )"
positive	Aktuelle aus deutsch Museum werden gerade veröffentlichen ! - Topthemen heute von %User
neutral	"Fußball , SH - Liga , PSV Neumünster - TuRa Meldorf : zu Pause nicht unverdient @card@ . Psv tun sich schwer , Chance zu kreieren , drücken aber"
neutral	" rauchen du ?  "" nicht mehr "" . "" Kiffst du ? "" "" nicht mehr . "" "" trinken du ? "" "" mässig . mögen du auch mal an Nagellackentferner riechen ..."
positive	"lieb Dank , die wünschen ich ihr auch %PosSmiley"
neutral	%Link Zusammensetzung viagra 50 mg
neutral	"Look Back - Oldieband Musiker Künstler Band Adoode %PosSmileyE kostenlos Kleinanzeige : Röhrenjean , Petticoats ..."
neutral	deutsch - griechisch Versammlung : kommunal Partnerschaft stärken
neutral	"Porsche , Tuning , Umbau : hecken stabilisieren"
neutral	was an Freitag wichtig werden :
positive	hahahah gut ausreden ! :'D
neutral	" es gehören viele Mut dazu , die Arbeitsplatz zu verlassen  . Interview mit Betriebsrätin bei H &amp; M Berlin : ..."
positive	Andreas Späck aus die Crowd suchen eine originell Hochzeitgeschenk ... %PosSmiley wer können helfen ? Merci ! Chuy you ...
neutral	eigen Kind sein viele Deutsche einfach zu teuer %User kinder Familie karriere
neutral	die Klassiker schlecht hin !
positive	lvor nds Wa ? haben da eine weilen nicht aufpassen %PosSmiley
neutral	"nachdem ich dein Oma vor die Kopf stoßen musstr , wollen du noch N Geschenk ?"
positive	Chillen und auf isipisi5 ' s neu Vid warten ischtar %PosSmiley
neutral	Ashley Tisdale geben Verlobung mit Rocker - Freund bekannt - Ashley Tisdale bestätigen ihr Verlobung mit ...
neutral	"dagegen lassen sich schwerlich argumentieren . auch deswegen , weil Star Ware es keine Sci - Fi sein ."
negative	"was anziehen , welche Tasche nehmen , wie was wo meh : C"
positive	boah von die können du bestimmt voll hart Zeug lernen yo krass mann yo Satzzeichen sein unnötig yo
neutral	Herbststurm zeihen|ziehen heran - War’s die jetzt mit warm ? %Link news
positive	ich nehmen ansonsten auch Barbossa . so voll schmutzig . und evil . Like a Boss .
neutral	Klimaschutz &amp; konsequent Energiewende = dringend nötig ! derzeit gefährden CDU / FDP - Regierung beide massiv !
neutral	"( und kleindrucken in die Nebenwirkung stehen sicher "" können zu Bauchkrampf führen "" sein nichts neu * hehe * )"
negative	[ SZ ] international Day of Privacy : Schutz die Privatsphäre interessert kaum %Link idp13
negative	"Let ' s Play together Brickforce 10 Mist , zu weit von Mikro weg : %Link über %User"
neutral	+ + + sein er zu mächtig : Kim Jong - <UNKNOWN> lassen Buttercremetorte verbieten + + + newstweet
positive	"na und , ick trösten auch spät noch mal ' - ' liebevoll behandeltwerden können man nie genug bekommen %PosSmiley"
neutral	unser Team suchen Verstärkung : %Link praktikum Personalmarketing Hamburg eslohntsich
negative	"und wenn die Tweet auch noch so schlecht sein , von mein Homies aus die FDP - Ortsverband geben ' s immer eine Stern . oh ."
neutral	Vols
negative	it ' s even warm in denmark idontlikeit iamindenmark
positive	sein fast immer ruhig während die Spiel|Spielen . %PosSmiley
neutral	Obama sprechen in Rede an Nation über Syrien
neutral	"wenn ich Ruhe sagen , meinen ich die auch so . gerade wollen man ich nicht ertragen ."
negative	Uach . keine Stern dafür .
neutral	übersichtlich Tabelle verhindern falsch Trainingssteuerung : eine ausführlich Tabelle listen alle relevant Ste ...
negative	%NegSmiley
neutral	"du können du ohne enden abrackern , um jung zu erscheinen. oder du zurücklehnen , enspannen und dein wahr alt geni ..."
positive	hoffen eine 1 er oder eine A - Klasse %PosSmiley lasttweet
neutral	Game of Thrones : The Mountain für Staffel 4 wieder neu besetzen got
positive	Text me baybay %PosSmiley
positive	ich %PosSmileyihn anschauen * * lachen * Jtz haben du es versauen ! * neben er in Bett legen *
neutral	böse Mädchen haben viel mehr Spaß .
positive	Ayyee girls (;
neutral	Today stats ; laden ; via Today stats ; gehen auch nicht Today stats : ipad ios7 laden .
positive	keine Titten = keine Wunder
neutral	Eishockey Oberliga Oberliga Nord : Adendorfer EC nicht für groß Kampf belohnen - @card@ gegen Rostock ... %Link Adendorf
neutral	"Bayern Munich V Chelsea @card@ . 121' Philipp lahm , penalty , Bayern Munich FotMob"
neutral	LEAD digital : die Deutsche sein äußerst skeptisch bei mobil Werbung
neutral	Chrüterchraft . Äh was .
neutral	einfach nur retweeten bitten bitte bitte mtvhottest Justin Bieber
neutral	Selbstbild als Stonecold Steve Austin auf die Höhepunkt sein Karriere .
negative	"keine Schwein rufen ich an , keine Sau interessieren sich für ich ."
neutral	"Unternehmensspende , Parteiensponsoring + Barspenden über @card@ Euro verbieten ! Spende|Spenden natürlich Person auf @card@ Euro jährli ..."
neutral	"Sportchef kritisieren : Kreuzer erkennen "" zu viele Gucci "" bei HSV %Link via %User"
neutral	"Kinderkanal : Piets irre Pleite , MOTORVISION : Motorheads , N24 : Nachricht , Nick / CC : Lucky Fred , NTV : Nachricht , rbb : Rbb aktuell"
neutral	ily
positive	OMG %User YOUR SPEECH was TOUCHING AND REALLY MEANT we COULD FEEL YOUR PAIN THROUGH YOUR BEAUTIFUL SPEECH heS looking down 2 U ❤❤❤❤❤
neutral	Lebensmittelüberwachung Hessen : Ekel - Pranger in Internet abschalten | Rhein - Main - Frankfurter Rundschau
positive	Eeeeeeendlich ! Tooooooor Caps ! Kevin Puschnik erlösen wir von die Fehervar - Torbann nach 75 Saisonminuten vicavs 1:0
neutral	Rallye - Pilotin Janina Depping erliegen schwer Verletzung
neutral	"Ok , danken . also kommen zu die @card@ noch NK mit Prämie hinzu . interessant Diskussion , aber in @card@ Zeit schwierig ."
neutral	ohne auch noch frauen und d weise ichbrauchegleichberechtigung viel wichtig als dissertationsprojekt annehmen IchbraucheFeminismus
neutral	"Samstag , 23. Oktober 1943 . mainfränkisch Zeitung : "" Jugend erfreuen Verwundete . in Rahmen die ..."
negative	die sein wohl kurz down
positive	"freuen ich , die Bekanntschaft von die verrückt Hutmacher zu machen ! %Link iPad iPadGames GameInsight"
neutral	"sie kennen Leute , die keine Tofu mögen ? dies Tofubällchen überzeugen jede ! %Link"
neutral	trotz Energiewende : SPD - Chef Gabriel setzen weiter auf Kohle : SPD - Chef Sigmar Gabriel rücken von Ziel eine rasc ...
neutral	denn gut Rat müssen nicht teuer sein ...
neutral	New Post : BN : Bonn : Motorradfahrer erheblich alkoholisieren . Sozia beschimpfen Polizist
positive	sein gerade ' dabei die Weekend fett die rot Teppich ausrollen ! %PosSmiley genießen die Weekend Freund - und machen euer Ding ! %NegSmiley
neutral	K + S : erwartet schwach
negative	ehrlich sagen finden ich sehen die headset träge noch albern aus * g *
neutral	klein Kind und Alptraum vertragen sich nicht gut . gar nicht . jetzt dürfen auch ich in Bett . NervenwieDrahtseile GuteNacht
neutral	Kitzbühel Tourismus engagieren Gerhard Walter
positive	"zu Geburtstag , Kun ! lange alt immer schön ☺"
neutral	ich brauchen eine Bier
negative	unnütz Wissen !
neutral	wenn Einwander * innen aus Westeuropa per se keine ' Migrationshintergrund ' haben können . SchauHin
positive	Hehehehehhe Lebesteha 3 assal Koko
neutral	warum bei EA beschweren ? Humble Origin Bundle ; 30 glatt Bein ?
neutral	Süsse oder Saure ? hier geben ' s Scharfe !
neutral	Militäreinsatz gegen Assad : Obama wollen in Syrien die Alleingang wagen : die britisch Parlament haben sich die Sy ...
neutral	New Post : mein klein Liebe|Lieben
neutral	Okie dokie .. in chillen dö ..
positive	heilig Bier ! %Smiley Fehlen nur noch blau Kartoffelchip .
negative	Yes . aber auch viele negativ Scheiße .
neutral	Wilke verlassen Lübbecke in Sommer : Rechtsaußen Dennis Wilke werden die Handball - Bundesligisten tun eS N - Lübbecke zu Saisonende verlassen ...
positive	brahahahahahah . danke . die sein schön domian
neutral	solid reference
neutral	"Sky Deutschland : "" so sehen Sieger aus "" : Christian Venus präsentieren die Sky Song zu Bundesliga / .."
positive	Oo wir können reden .. nach die Spaß grinsen .. da sagen papa zu alle jaa grinsen
neutral	"über 700 neu Domain - Endung , gut Suchmaschinen - Plazierung alle neu Domains aus eine Hand"
neutral	"Weiß , Dogge Caja , weiblich , taub . Braun , Deutschestrassenminiatur Jessy , weiblich . genial Kater , norwegisch Waldkatze ."
neutral	"Aktie Frankfurt Ausblick : kaum verändert - Berichtssaison , Fed - Sitzung : Frankfurt ( dpa - AFX ) - ... %Link Börse Aktie"
neutral	International ( @card@ ) - Nani verlängern in Manchester bis @card@ : Manchester United haben die Vertrag mit die Port ...
neutral	"ach nichts , haben die jetzt . ( wollen mitspielen )"
neutral	Nsa - Chef Keith Alexander verteidigen Spähprogramme und fordern Ende die Enthüllung %Link ( nd )
neutral	"ich sitzen eine mit eine "" it should work "" - T - Shirt gegenüber ... was die wohl für n Beruf haben ?!"
